BD Ticket #,Server SN,IP Address,START DATE,END DATE,Product Name,Model,RACK,FAULT TYPE,If change Part,Foxconn PN,OLD Manufacturer,OLD PN,NEW Manufacturer,NEW PN,OLD PART SN,NEW PART SN,PART POSITION,Error Description,FEEDBACK,TECH,Repair Time,Period,Status,Requester,Notes,Initial Stock Status ,FOXCONN CHINA or USA,Platform,Over time reason,HHPN
1853817,MXX1421105,10.233.169.150,2024/4/27,2024/4/29,B04-BF65S1,AliServer-Thor2-04-2U,USVAASH_DRTP_P100-G-66,Memory,Y,N/A,Hynix,HMA84GR7CJR4N-VK,Hynix,HMA84GR7CJR4N-VK TF AD 025,80AD01211154669E79,80AD01202534B3B85A,P1_C3_D0,Memory Device Disabled	85 | 04/27/2024 | 10:51:08 | Memory CPU1D0_DIMM_Stat | Memory Device Disabled | Asserted,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced P1_C3_D0	 DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/4/29,10~17,Confirm Closed,"isaac.xu/isaac.xu
",,,FOXCONN CHINA ,Purley,,
1853400,MXX1430957,10.233.132.39,2024/4/26,2024/4/30,B04-BF65S1,AliServer-Thor2-04-2U,USVAASH_DRTP_P100-G-36,CPU,Y,N/A,Intel,110112L00-187-G,Intel,110112L00-187-G,70JN289500684,M0DE314301295,CPU,"CPU Overheat	mce: CPU26: Core temperature above threshold, cpu clock throttled (total events = 144893); HourCount: (4) >= 3","1. This is a ByteDance CPU Failure ticket. 2. Replaced CPU1, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/4/29,10~17,Confirm Closed,Mohammad Qayom Amin/mohammad.amin,,,FOXCONN CHINA ,Purley,,
1853400,MXX1430957,10.233.132.39,2024/4/26,2024/4/30,B04-BF65S1,AliServer-Thor2-04-2U,USVAASH_DRTP_P100-G-36,Motherboard,Y,N/A,Foxconn,02012GJ00-600-G,Foxconn,02012GJ00-600-G,02012GJ00TAKF028M,02012GJ00TARI606P,Motherboard,"CPU Overheat	mce: CPU26: Core temperature above threshold, cpu clock throttled (total events = 144893); HourCount: (4) >= 3","1. This is a ByteDance CPU Failure ticket. 2. Replaced Motherboard, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/4/29,10~17,Confirm Closed,Mohammad Qayom Amin/mohammad.amin,,,FOXCONN CHINA ,Purley,,
1853593,MXX3320170,fdbd:dc61:1a:287::17,2024/4/27,2024/4/29,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M116-J-19,FAN,Y,N/A,Delta,GFM0412SS-08,Delta,GFM0412SS-08,GS1A0233M00314,GS1A0237W13289,FAN8_R_SPEED,"Speed Critical (Sensor)	Speed:0.000,SensorStatus:cr; HourCount: (12) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Replaced FAN8, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/4/29,10~17,Confirm Closed,"isaac.xu/isaac.xu
",,,FOXCONN AMERICA,Whitley,,
1853593,MXX3320170,fdbd:dc61:1a:287::17,2024/4/27,2024/4/29,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M116-J-19,FAN,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FAN8_R_SPEED,"Speed Critical (Sensor)	Speed:0.000,SensorStatus:cr; HourCount: (12) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Replaced FAN8, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/4/29,10~17,Confirm Closed,"isaac.xu/isaac.xu
",,,FOXCONN AMERICA,Whitley,,
1851552,MXX3340255,fdbd:dc61:19:101::30,2024/4/26,2024/4/29,B16S2-I8VD2-US,G220-A5,USVADRTM2_M2_M216-C-40,Ping,Y,N/A,Foxconn,02012WS00-600-G,Foxconn,02012WS00-600-G,02012WS00T0JI80ML,02012WR00T0EIW0EN,OS all IP unreachable,"[tiansu]The server is not reachable for the past 17m, will require authorization for repair. Ticket is in (Asking owner to reboot) stage: Server will be rebooted after authorized to proceed. Ticket is in (Request business authorization repair) stage: Server will be undergoing maintenance after authorized to proceed. The server may be reinstalled during the maintenance process, which will cause the data of the disk to be lost. If you need special attention, please contact IDC oncall.						OS all IP unreachable				-","1. This is a ByteDance Ping Failure ticket. 2. Replaced Motherboard, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/4/29,10~17,Confirm Closed,Chad-Thanh Nguyen/chad.nguyen,,,FOXCONN AMERICA,Whitley,,
1846059,MXX2450530,10.54.146.23,2024/4/29,2024/4/29,B16S2-I8VD2-US,G220-A5,USVASTEKCR_C1STE7_DH101-F-28,CPU,Y,N/A,Intel,110118100-187-G,Intel,110118100-187-G,42B66R3800310,74CB171100688,CPU0,IERR 94 | 04/14/2024 | 04:17:40 | Processor CPU0_Status | IERR | Asserted,"1. This is a ByteDance CPU Failure ticket. 2. Replaced CPU0, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/4/29,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1852279,MXX3210212,fdbd:dc61:17:233::14,2024/4/26,2024/4/29,B20S2-I8VD2-US,G220-A5,USVACT_D_DH12-C-13,Temp (Motherboard),Y,N/A,Foxconn,02012WR00-600-G,Foxconn,02012WR00-600-G,02012WR00T0CHX1L8,02012WR00T0EIW0MN,Motherboard,Upper Critical going high	105.0 <= 107.0 (reading); HourCount: (6) >= 2,"1. This is a ByteDance Temp Failure ticket. 2. Replaced CPU1 and motherboard, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/4/29,10~17,Confirm Closed,isaac.xu/isaac.xu,New MAC: FC6179B895D8,,FOXCONN AMERICA,Whitley,,
1854067,MXX3320098,fdbd:dc61:1a:309::17,2024/4/29,2024/4/30,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M116-K-19,Fan,Y,N/A,Delta,GFM0412SS-08,Delta,GFM0412SS-08,GS1A0237A10804,GS1A0237W13235,FAN9_R_SPEED,"Speed Critical (Sensor)	Speed:0.000,SensorStatus:cr; HourCount: (12) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Replaced FAN9, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/4/29,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1854067,MXX3320098,fdbd:dc61:1a:309::17,2024/4/29,2024/4/30,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M116-K-19,Fan,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FAN9_F_SPEED,"Speed Critical (Sensor)	Speed:0.000,SensorStatus:cr; HourCount: (12) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Replaced FAN9, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/4/29,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1853979,MXX3360424,fdbd:dc61:19:75::34,2024/4/29,2024/4/29,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M216-C-03,Fan,Y,N/A,Delta,GFM0412SS-08,Delta,GFM0412SS-08,GS1A022B200334,GS1A0237W13999,FAN9_R_SPEED,"Speed Critical (Sensor)	Speed:0.000,SensorStatus:cr; HourCount: (17) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Replaced FAN9, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/4/29,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1853979,MXX3360424,fdbd:dc61:19:75::34,2024/4/29,2024/4/29,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M216-C-03,Fan,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FAN9_F_SPEED,"Speed Critical (Sensor)	Speed:0.000,SensorStatus:cr; HourCount: (17) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Replaced FAN9, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/4/29,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1854813,MXX3320026,fdbd:dc61:1a:335::14,2024/4/30,2024/4/30,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M116-L-19,FAN,Y,N/A,Nidec,R40W12BS5NB8-07T022,Nidec,R40W12BS5NB8-07T022,N5033A1KXA,N50375112A,FAN9_R_SPEED,"Speed Critical (Sensor)	Speed:0.000,SensorStatus:cr; HourCount: (9) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Replaced FAN9, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/4/30,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1854813,MXX3320026,fdbd:dc61:1a:335::14,2024/4/30,2024/4/30,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M116-L-19,FAN,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FAN9_F_SPEED,"Speed Critical (Sensor)	Speed:0.000,SensorStatus:cr; HourCount: (9) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Replaced FAN9, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/4/30,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1767324,MXX3330254,fdbd:dc61:19:427::31,2024/4/30,2024/4/30,S18S2-I8VD2B-US,G220-A5,USVADRTM2_M2_M216-M-34,PowerFault (Motherboard),Y,N/A,Foxconn,02012WS00-600-G,Foxconn,02012WR00-600-G,02012WS00T0JI80LR,02012WR00T0EIW190,Motherboard,Power Fault State Asserted	79 2023-12-07T04:24:13+00:00 Power_Fault power_unit state_asserted-asserted,"1. This is a ByteDance PowerFault Failure ticket. 2. Replaced motherboard, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/4/30,10~17,Confirm Closed,isaac.xu/isaac.xu,New MAC: FC6179B89A96,,FOXCONN AMERICA,Whitley,,
1853583,MXX2390322,10.54.71.21,2024/4/29,2024/4/30,B20S2-I8VD2-US,G220-A5,USVASTEKCR_C1STE7_DH201-K-10,FileSystem,Y,N/A,Intel,SSDPF2KX019T1,Samsung,MZQL21T9HCJR-00B7C,PHAX209002DN1P9BGN,S63SNS0TC47907,nvme0n1,"OS Disk FS Readonly	EXT4-fs (nvme0n1p3): Remounting filesystem read-only,强制不返还 Forced No Return","1. This is a ByteDance System Failure ticket. 2. Replaced nvme0, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/4/30,10~17,Confirm Closed,Gino Roaquin/gino.roaquin,,,FOXCONN AMERICA,Whitley,,
1854293,MXX1420574,10.233.131.219,2024/4/30,2024/4/30,B04-BF65S1,AliServer-Thor2-04-2U,USVAASH_DRTP_P100-G-34,Disk,Y,N/A,Intel,SSDPE2KX020T8,Intel,SSDPE2KX020T8,BTLJ0260002J2P0BGN,BTLJ91240B1R2P0BGN,nvme0n1,"强制不返还 Forced No Return
","1. This is a ByteDance Disk Failure ticket. 2. Replaced nvme0, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/4/30,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN CHINA ,Purley,,
1854091,MXX1450392,10.233.131.159,2024/4/30,2024/4/30,B04-BF65S1,AliServer-Thor2-04-2U,USVAASH_DRTP_P100-G-32,Memory,Y,N/A,Hynix,HMA84GR7DJR4N-XN,Hynix,HMA84GR7DJR4N-XN T4 AD 217,80AD02212224169592,80AD012217759CB9A3,SKT1_CTR1_CH2_D0,Memory CE (Count) > Max (Kernel)	CEDayCount: (510416) > 500000,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced SKT1_CTR1_CH2_D0 DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/4/30,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN CHINA ,Purley,,
1853378,MXX1450467,10.233.172.146,2024/4/30,2024/4/30,B04-BF65S1,AliServer-Thor2-04-2U,USVAASH_DRTP_P100-H-63,Ping,Y,N/A,Hynix,HMA84GR7DJR4N-XN T4 AC 122,Hynix,HMA84GR7DJR4N-XN T4 AD 217,80AD022122241686E3,80AD0122173695646F,OS all IP unreachable,"[tiansu]The server is not reachable for the past 16m, will require authorization for repair. Ticket is in (Asking owner to reboot) stage: Server will be rebooted after authorized to proceed. Ticket is in (Request business authorization repair) stage: Server will be undergoing maintenance after authorized to proceed. The server may be reinstalled during the maintenance process, which will cause the data of the disk to be lost. If you need special attention, please contact IDC oncall.","1. This is a ByteDance PING Failure ticket. 2. Replaced SKT0_CTR1_CH1_D0(CPU0E0) DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/4/30,10~17,Confirm Closed,Chad-Thanh Nguyen/chad.nguyen,,,FOXCONN CHINA ,Purley,,
1850782,MXX1420573,10.233.131.226,2024/4/23,2024/4/30,B04-BF65S1,AliServer-Thor2-04-2U,USVAASH_DRTP_P100-G-34,Disk,Y,N/A,Intel,SSDPE2KX020T8,Intel,SSDPE2KX020T8,BTLJ01520BWK2P0BGN,BTLJ91240B942P0BGN,nvme0n1,"SSD: (PercentageUsed) > Max NVME SSD failed
","1. This is a ByteDance Disk Failure ticket. 2. Replaced nvme0, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/4/30,10~17,Confirm Closed,"isaac.xu/isaac.xu
",,,FOXCONN CHINA ,Purley,,
1854815,MXX1460524,10.233.128.136,2024/4/30,2024/5/17,B04-BF65S1,AliServer-Thor2-04-2U,USVAASH_DRTP_P100-C-39,CPU,Y,N/A,Intel,11011BW00-187-G,Intel,110112L00-187-G,M1R85M7200745,70NQ931101109,CPU0,SM BIOS ' Uncorrectable CPU-complex error	SensorName:CPU0_Status;Status:0xc000,,Brian Tyler,2024/5/14,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN CHINA ,Purley,,
1854653,MXX1420784,10.233.171.157,2024/4/30,2024/5/1,B04-BF65S1,AliServer-Thor2-04-2U,USVAASH_DRTP_P100-H-56,Disk,Y,N/A,Samsung,MZQLB1T9HAJR-00003,Samsung,MZQLB1T9HAJR-00003,S480NA0N941225,S480NA0N201922,nvme0n1,"强制不返还 Forced No Return,NVME: Critical Warning value is 0x08","1. This is a ByteDance Disk Failure ticket. 2. Replaced nvme0, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/5/1,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN CHINA ,Purley,,
1838618,MXX3360079,fdbd:dc61:19:121::23,2024/5/1,2024/5/1,S27S2-I8VD3-US,S520-A5,USVADRTM2_M2_M216-D-17,Disk,Y,N/A,Western Digital	,WUH721818ALE6L4,Toshiba,HDEPZ10GBA51,4MHNK6WY,Y3U0A01AFQDH,13,	Disk: Lost (Unrecognized)	,"1. This is a ByteDance Disk Failure ticket. 2. Replaced HDD13, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/5/1,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1855224,MXX3060337,fdbd:dc61:18:515::20,2024/4/30,2024/5/1,B20S2-I8VD2-US,G220-A5,USVADRTM2_M2_M124-I-32,Memory,Y,N/A,Samsung,VN M393A4K40EB3-CWE 2228,Samsung,VN M393A4K40EB3-CWE 2227,H1G50002285218B96A,H1JY2502275204B464,P0_C4_D0,Uncorrectable ECC other uncorrectable memory error	bb | 04/30/2024 | 15:20:04 | Memory P0_C4_D0_Status | Uncorrectable ECC | Asserted,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced P0_C4_D0 DIMM, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/5/1,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1856042,MXX3220190,fdbd:dc61:17:229::23,2024/5/2,2024/5/2,B20S2-I8VD2-US,G220-A5,USVACT_D_DH12-C-07,Memory,Y,N/A,Hynix,HMAA4GR7CJR8N-XN T8 AC 247,Hynix,HMAA4GR7CJR8N-XN TG AC 249,80AD01224787241831,80AD0122493744AFF6,P1_C0_D0,Uncorrectable ECC other uncorrectable memory error SensorName:P1_C0_D0_Status;Status:0x0280,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced P1_C0_D0 DIMM and daughterboard, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/5/2,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1856042,MXX3220190,fdbd:dc61:17:229::23,2024/5/2,2024/5/2,B20S2-I8VD2-US,G220-A5,USVACT_D_DH12-C-07,Memory (Daughterboard),Y,N/A,Foxconn,10041KK00-600-G,Foxconn,10041KK00-600-G,10041KK00T0AHY3MW,10041KK00T0AID0R1,Daughterboard,Uncorrectable ECC other uncorrectable memory error SensorName:P1_C0_D0_Status;Status:0x0280,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced P1_C0_D0 DIMM and daughterboard, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/5/2,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1855600,MXX3320058,fdbd:dc61:1a:287::31,2024/5/2,2024/5/2,S27S2-I8VD3-US,S520-A5,USVADRTM2_M2_M116-J-21,FAN,Y,N/A,NIDEC ,R40W12BS5NB8-0T7022,NIDEC ,R40W12BS5NB8-0T7022,N5033A025A,N5037515KA,FAN9_R_SPEED,"Speed Critical (Sensor) Speed:0.000,SensorStatus:cr; HourCount: (7) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Replaced FAN9, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/5/2,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1855600,MXX3320058,fdbd:dc61:1a:287::31,2024/5/2,2024/5/2,S27S2-I8VD3-US,S520-A5,USVADRTM2_M2_M116-J-21,FAN,N,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FAN9_F_SPEED,"Speed Critical (Sensor) Speed:0.000,SensorStatus:cr; HourCount: (7) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Replaced FAN9, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/5/2,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1856674,MXX2450734,10.54.131.30,2024/5/3,2024/5/3,B16S2-I8VD2-US,G220-A5,USVASTEKCR_C1STE7_DH101-D-08,NIC,Y,N/A,Mellanox,MCX623102AS-ADAT,Mellanox,MCX623102AS-ADAT,MT2224465138,MT2229J30939,eth2,NIC Lost (Unrecognized) -; HourCount: (3) >= 3,"1. This is a ByteDance NIC Failure ticket. 2. Replaced nic2, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/5/3,10~17,Confirm Closed,Yongnan Ma/yongnan.ma,,,FOXCONN AMERICA,Whitley,,
1856546,MXX3380314,fdbd:dc61:19:473::29,2024/5/3,2024/5/6,S18S2-I8VD2B-US,G220-A5,USVADRTM2_M2_M216-N-43,PowerFault (Motherboard),Y,N/A,Foxconn,02012WS00-600-G,Foxconn,02012WR00-600-G,02012WS00T0JI800B,02012WR00T0DIB17M,MotherBoard,Power Fault State Asserted 80 | 05/02/2024 | 13:21:39 PDT | Power Unit Power_Fault | State Asserted | Asserted,"1. This is a ByteDance PowerFault Failure ticket. 2. Replaced motherboard, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/5/3,10~17,Confirm Closed,Michael Schwiebert/michael.schwiebert,,,FOXCONN AMERICA,Whitley,,
1856256,MXX3310305,fdbd:dc61:1a:289::18,2024/5/2,2024/5/3,S27S2-I8VD3-US,S520-A5,USVADRTM2_M2_M116-J-22,FileSystem,Y,N/A,Seagate,ST18000NM003D,Toshiba,HDEPZ10GBA51,ZVTB15YM,Y3U0A010FQDH,9,"FS Readonly From Mount (ro,noatime);Repeated failures,True,1","1. This is a ByteDance FileSystem Failure ticket. 2. Replaced HDD9, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/5/3,10~17,Confirm Closed,Chad-Thanh Nguyen/chad.nguyen,,,FOXCONN AMERICA,Whitley,,
1857610,MXX1400280,10.190.169.174,2024/5/6,2024/5/6,B04-BF65S1,AliServer-Thor2-04-2U,USVAASH_DRTP_P212-N-32,Memory,Y,N/A,Hynix	,HMA84GR7CJR4N-VK,Hynix	,HMA84GR7CJR4N-VK,35699FCC,80AD022024218090F2,P0_C0_D0,Configuration error	SensorName:CPU0A0_DIMM_Stat;Status:0xc000,"1. This is a ByteDance DIMM Failure ticket. 2. Replaced P0_C0_D0 DIMM and daughterboard, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/5/6,10~17,Confirm Closed,"isaac.xu/isaac.xu
",,,FOXCONN CHINA ,Purley,,
1856972,MXX1421097,10.233.131.230,2024/5/6,2024/5/17,B04-BF65S1,AliServer-Thor2-04-2U,USVAASH_DRTP_P100-G-34,Disk (SSD Max),Y,N/A,N/A,N/A,N/A,N/A,N/A,N/A,nvme0n1,SSD: (PercentageUsed) > Max	NVME SSD failed,"1. This is a ByteDance Disk Failure ticket. 2. Replaced nvmve0 with spare parts from ByteDance, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler/mingquan li,2024/5/15,10~17,Confirm Closed,isaac.xu/isaac.xu,Escort says BD will keep record of old/new part info for SSD max tickets,Out of stock,FOXCONN CHINA ,Purley,,
1853612,MXX3140160,fdbd:dc61:20:481::25,2024/5/1,2024/5/13,B20S2-I8VD2-US,G220-A5,USVADRTM2_M2_M224-N-51,PowerFault (Motherboard),Y,N/A,FOXCONN,02012WR00-600-G,FOXCONN,02012WR00-600-G,02012WS00T0GH82NJ,02012WS00T0KJD0CX,System,Power Fault State Asserted	70 | 04/29/2024 | 21:30:47 PDT | Power Unit Power_Fault | State Asserted | Asserted,"1. This is a ByteDance Powerfault Failure ticket. 2. Replaced MB, then no error on the server. 3. Used Dora system and now the ticket is closed.",Naiquan qiao/mingquan li,2024/5/13,10~17,Confirm Closed,John Bernstein/john.bernstein,,Out of stock,FOXCONN AMERICA,Whitley,,
1857879,MXX3350044,fdbd:dc61:19:91::18,2024/5/7,2024/5/7,S27S2-I8VD3-US,S520-A5,USVADRTM2_M2_M216-C-25,MotherBoard (KK Board),Y,N/A,FOXCONN,10041KK00-600-G,FOXCONN,10041KK00-600-G,10041KK00T0AID071,10041KK00T0AIY0FR,MotherBoard,Motherboard Failed	ETH0 NIC is lost. Only 1x NIC detected in the BIOS. NOTE: eth0 NIC has been replaced before in the past. Therefore the issue is most likely the motherboard and/or a riser card the NIC is installed into.,"1. This is a ByteDance MB Failure ticket. 2. Replaced daughterboard, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li/Tingxiao Tang,2024/5/7,10~17,Confirm Closed,John Bernstein/john.bernstein,,,FOXCONN AMERICA,Whitley,,
1857434,MXX3400123,fdbd:dc61:19:207::44,2024/5/7,2024/5/7,B20S2-I8VD2-US,G220-A5,USVADRTM2_M2_M216-F-35,CPU,Y,N/A,INTEL,110118100-187-G,INTEL,110118100-187-G,73PY413600130,74CB171101353,CPU1,Machine Check Exception ( Uncorrectable )	SensorName:CPU1_Status;Status:0x8088,"1. This is a ByteDance DIMM and cpu Failure ticket. 2. Replaced P1_C4_D0 DIMM and CPU1, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li/Tingxiao Tang,2024/5/7,10~17,Confirm Closed,"isaac.xu/isaac.xu
",,,FOXCONN AMERICA,Whitley,,
1857434,MXX3400123,fdbd:dc61:19:207::44,2024/5/7,2024/5/7,B20S2-I8VD2-US,G220-A5,USVADRTM2_M2_M216-F-35,Memory,Y,N/A,HYNIX,HMAA4GR7CJR8N-XN,HYNIX,HMAA4GR7CJR8N-XN,80AD0122483742A43D,80AD0122493744BE25,P1_C4_D0,Uncorrectable ECC other uncorrectable memory error	3b | 05/05/2024 | 09:07:14 | Memory P1_C4_D0_Status | Uncorrectable ECC | Asserted,"1. This is a ByteDance DIMM and cpu Failure ticket. 2. Replaced P1_C4_D0 DIMM and CPU1, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li/Tingxiao Tang,2024/5/7,10~17,Confirm Closed,"isaac.xu/isaac.xu
",,,FOXCONN AMERICA,Whitley,,
1846108,MXX3170778,fdbd:dc61:15:685::19,2024/5/6,2024/5/7,S27S2-I8VD3B-US,S520-A5,USVACT_B_DH12-K-19,Ping (CPU),Y,N/A,Intel,110118100-187-G,Intel,110118100-187-G,72PL936600139,745K7S3200076,OS all IP unreachable	,"OS all IP unreachable	DCT did layer one troubleshooting. Based on the kernel panic screen and a previous ticket worked, 2 new CPUs are recommended for this repair, but this is not 100% the case. Again this is just a recommendation. Please have FE do further troubleshooting","1. This is a ByteDance Ping Failure ticket. 2. Replaced CPU0, then no error on the server. 3. Used Dora system and now the ticket is closed.",Naiquan qiao/Tianyu Yang,2024/5/7,10~17,Confirm Closed,Kai Feng/kai.feng,,,FOXCONN AMERICA,Whitley,,
1858702,MXX3170974,fdbd:dc61:20:481::27,2024/5/9,2024/5/9,B20S2-I8VD2-US,G220-A5,USVADRTM2_M2_M224-N-51,FAN,Y,N/A,AVC,49020G100-553-G,AVC,49020G100-553-G,N16N001138,M46N015539,FAN5_F_SPEED,"Speed Critical (Sensor) Speed:0.000,SensorStatus:cr; HourCount: (23) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Replaced FAN5, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/5/9,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1859330,MXX3380201,fdbd:dc61:19:115::17,2024/5/9,2024/5/9,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M216-D-07,Disk,Y,N/A,Western Digital,WUH721818ALE6L4,Toshiba,HDEPZ10GBA51,6RGA9KBU,Y3U0A046FQDH,4,Disk: Lost (Unrecognized),"1. This is a ByteDance Disk Failure ticket. 2. Replaced HDD4, then no error on the server. 3. Used Dora system and now the ticket is closed.",Brian Tyler,2024/5/9,10~17,Confirm Closed,isaac.xu/isaac.xu,,,FOXCONN AMERICA,Whitley,,
1860248,MXX1400022,10.189.156.235,2024/5/10,,B04-BF65S1,AliServer-Thor2-04-2U,USVAASH_DRTP_P218-L-13,Disk,N,N/A,Samsung,MZQLB1T9HAJR-00003,Samsung,MZQLB1T9HAJR-00003,S480NA0N937128,　,/dev/nvme0n1,"nvme nvme0: I/O 261 QID 1 timeout, disable controller,need to replace disk Percentage Used:94%","Part not available now, will be available next Monday",mingquan li,2024/5/10,10~17,Out of stock,"
isaac.xu/isaac.xu",,Out of stock,FOXCONN CHINA ,Purley,,
1859665,MXX3380224,fdbd:dc61:20:243::15,2024/5/10,2024/5/10,S27S2-I8VD3B-US,S520-A5,USVADRTM2_M2_M224-I-38,FAN,Y,N/A,NIDEC,R40W12BS5NB8-07T022,NIDEC,R40W12BS5NB8-07T022,N503750B2A,N503750GBA,FAN9_R_SPEED,"Speed:0.000,SensorStatus:cr; HourCount: (11) >= 6","1. This is a ByteDance FAN Failure ticket. 2. Replaced FAN9, then no error on the server. 3. Used Dora system and now the ticket is closed.",mingquan li,2024/5/10,10~17,Confirm Closed,"
isaac.xu/isaac.xu",,,FOXCONN AMERICA,Whitley,,
